"Dúplex en pintor mariá carbonell llopis, Els Molins-Observatorio-Pins Vens, Sitges",1.300,€/mes,4 ,161 ,Bajo exterior con ascensor
"Piso en avenida de la República Argentina, Barcelona, El Putxet i el Farró, Barcelona",1.800,€/mes,2 ,80 ,5ª planta exterior con ascensor
"Piso en calle d'Eusebi Planas, Barcelona, Sants, Barcelona",1.400,€/mes,2 ,65 ,1ª planta exterior sin ascensor
"Piso en calle de Gomis, Barcelona, Vallcarca i els Penitents, Barcelona",850,€/mes,1 ,48 ,Bajo exterior con ascensor
"Piso en Ciceró, Sants, Barcelona",1.500,€/mes,1 ,51 ,1ª planta exterior sin ascensor
"Piso en calle de la Font Honrada, Barcelona, El Poble Sec - Parc de Montjuïc, Barcelona",1.100,€/mes,2 ,54 ,1ª planta exterior sin ascensor
"Piso en ronda del General Mitre, Barcelona, Sant Gervasi - Galvany, Barcelona",2.100,€/mes,4 ,296 ,7ª planta exterior con ascensor
"Piso en calle Provenza, La Sagrada Família, Barcelona",1.500,€/mes,3 ,90 ,3ª planta exterior con ascensor
"Piso en Passatge Sert, s/n, Sant Pere - Santa Caterina i la Ribera, Barcelona",2.300,€/mes,2 ,140 ,1ª planta exterior con ascensor
"Ático en La Morera, Badalona",900,€/mes,4 ,120 ,3ª planta exterior sin ascensor
"Ático en calle de Pere IV, s/n, El Parc i la Llacuna del Poblenou, Barcelona",2.200,€/mes,2 ,111 ,8ª planta exterior con ascensor
"Piso en calle de Roger de Llúria, 101, Segle Xx, Terrassa",445,€/mes,1 ,49 ,2ª planta exterior con ascensor
"Piso en paseo de Gracia, s/n, La Dreta de l'Eixample, Barcelona",2.200,€/mes,1 ,100 ,3ª planta exterior con ascensor
"Piso en calle de la Portaferrissa, Barcelona, El Gòtic, Barcelona",1.170,€/mes,1 ,51 ,3ª planta exterior con ascensor
"Piso en paseo de Colón, Barcelona, El Gòtic, Barcelona",5.500,€/mes,1 ,120 ,2ª planta exterior con ascensor
"Piso en L'Antiga Esquerra de l'Eixample, Barcelona",1.500,€/mes,4 ,100 ,3ª planta exterior con ascensor
"Piso en calle Bailen, La Dreta de l'Eixample, Barcelona",1.950,€/mes,3 ,110 ,3ª planta exterior con ascensor
"Piso en El Raval, Barcelona",1.000,€/mes,4 ,90 ,2ª planta exterior sin ascensor
"Piso en Vila de Gràcia, Barcelona",1.700,€/mes,2 ,145 ,Bajo  con ascensor
"Piso en rossello, La Dreta de l'Eixample, Barcelona",1.100,€/mes,3 ,70 ,1ª planta exterior sin ascensor
"Piso en El Camp d'En Grassot i Gràcia Nova, Barcelona",1.650,€/mes,3 ,125 ,1ª planta  con ascensor
"Piso en Pedralbes, Barcelona",1.500,€/mes,4 ,113 ,2ª planta exterior con ascensor
"Ático en Sant Antoni, Barcelona",1.800,€/mes,2 ,155 ,5ª planta  con ascensor
"Piso en Ribes, El Fort Pienc, Barcelona",775,€/mes,1 ,45 ,1ª planta exterior con ascensor
"Piso en La Barceloneta, Barcelona",1.300,€/mes,1 ,47 ,3ª planta  con ascensor
"Piso en calle de la Portaferrissa, Barcelona, El Gòtic, Barcelona",1.950,€/mes,2 ,114 ,1ª planta exterior con ascensor
"Piso en Sant Pere - Santa Caterina i la Ribera, Barcelona",2.500,€/mes,1 ,130 ,Bajo  con ascensor
"Piso en via Layetana, Barcelona, El Gòtic, Barcelona",2.000,€/mes,2 ,80 ,4ª planta exterior con ascensor
"Piso en Sant Gervasi - Galvany, Barcelona",950,€/mes,1 ,58 ,4ª planta  con ascensor
"Piso en avenida Diagonal, Barcelona, Provençals del Poblenou, Barcelona",1.650,€/mes,2 ,73 ,6ª planta exterior con ascensor
"Piso en Sant Pere - Santa Caterina i la Ribera, Barcelona",1.200,€/mes,1 ,50 ,1ª planta 
"Piso en calle de Radas, Barcelona, 12, El Poble Sec - Parc de Montjuïc, Barcelona",1.200,€/mes,3 ,70 ,1ª planta exterior sin ascensor
"Piso en El Gòtic, Barcelona",1.250,€/mes,1 ,60 ,1ª planta  con ascensor
"Piso en Gran Via de les Corts Catalanes, Barcelona, El Fort Pienc, Barcelona",950,€/mes,3 ,85 ,Entreplanta exterior con ascensor
"Piso en El Camp de l'Arpa del Clot, Barcelona",1.600,€/mes,4 ,106 ,2ª planta  con ascensor
"Piso en Sant Antoni, Barcelona",1.300,€/mes,5 ,110 ,4ª planta exterior con ascensor
"Piso en Vila de Gràcia, Barcelona",1.000,€/mes,1 ,75 ,3ª planta 
"Estudio en plaza de Mossèn Clapés, 16, Sant Andreu, Barcelona",595,€/mes,26 ,5ª planta ,5 horas
"Casa o chalet independiente en Valldoreix, Sant Cugat del Vallès",1.300,€/mes,3 ,70 ,12 abr 
"Piso en La Nova Esquerra de l'Eixample, Barcelona",1.180,€/mes,3 ,80 ,2ª planta exterior con ascensor
"Ático en Sarrià, Barcelona",2.200,€/mes,3 ,150 ,  con ascensor
"Piso en calle de la Marina, La Sagrada Família, Barcelona",1.200,€/mes,3 ,85 ,1ª planta exterior con ascensor
"Piso en El Gòtic, Barcelona",1.650,€/mes,3 ,75 ,5ª planta  con ascensor
"Ático en avenida Diagonal, Barcelona, El Poblenou, Barcelona",2.950,€/mes,3 ,120 ,26ª planta exterior con ascensor
"Piso en El Raval, Barcelona",1.000,€/mes,2 ,57 ,12 abr 
"Ático en Cerdanyola sur, Mataró",600,€/mes,2 ,60 ,3ª planta exterior sin ascensor
"Chalet adosado en La Font d'En Fargues, Barcelona",1.800,€/mes,3 ,130 ,13 abr 
"Piso en Estació de França - Estació del Nord, Mollet del Vallès",700,€/mes,3 ,85 ,1ª planta exterior con ascensor
"Piso en La Dreta de l'Eixample, Barcelona",2.950,€/mes,2 ,121 ,4ª planta  con ascensor
"Piso en calle de l'Encarnació, Barcelona, El Camp d'En Grassot i Gràcia Nova, Barcelona",975,€/mes,4 ,93 ,Entreplanta exterior con ascensor
"Piso en Sant Gervasi - Galvany, Barcelona",4.000,€/mes,5 ,260 ,1ª planta  con ascensor
"Ático en El Putxet i el Farró, Barcelona",1.350,€/mes,2 ,60 ,1ª planta exterior sin ascensor
"Ático en La Dreta de l'Eixample, Barcelona",2.800,€/mes,4 ,169 ,  con ascensor
"Piso en calle de Puigmartí, Barcelona, 42, Vila de Gràcia, Barcelona",1.000,€/mes,3 ,75 ,2ª planta exterior con ascensor
"Piso en La Nova Esquerra de l'Eixample, Barcelona",1.490,€/mes,2 ,70 ,3ª planta  con ascensor
"Chalet adosado en Margarita Xirgú, Sant Joan Despí",1.800,€/mes,3 ,250 ,5 horas
"Piso en Sant Gervasi - Galvany, Barcelona",2.040,€/mes,3 ,135 ,3ª planta  con ascensor
"Piso en calle de l'aurora, El Raval, Barcelona",1.050,€/mes,2 ,60 ,4ª planta exterior
"Ático en calle de Bigai, Sant Gervasi - La Bonanova, Barcelona",1.300,€/mes,3 ,90 ,5ª planta exterior con ascensor
"Piso en calle Comte d'Urgell, Sant Antoni, Barcelona",1.450,€/mes,2 ,70 ,1ª planta exterior con ascensor
"Piso en Europa, Les Corts, Barcelona",1.300,€/mes,4 ,102 ,3ª planta exterior con ascensor
"Piso en calle de Villarroel, Sant Antoni, Barcelona",1.295,€/mes,2 ,63 ,2ª planta  con ascensor
"Piso en paseo de Sant Gervasi, El Putxet i el Farró, Barcelona",1.300,€/mes,3 ,90 ,6ª planta exterior con ascensor
"Piso en calle de l'Autonomia, Sants, Barcelona",1.325,€/mes,2 ,80 ,Entreplanta 
"Piso en Prats Mollo, Sant Gervasi - Galvany, Barcelona",1.390,€/mes,3 ,85 ,4ª planta exterior con ascensor
"Piso en calle de Dante Alighieri, Barcelona, Horta, Barcelona",865,€/mes,3 ,68 ,1ª planta exterior con ascensor
"Piso en Av. de Roma, L'Antiga Esquerra de l'Eixample, Barcelona",1.800,€/mes,2 ,100 ,1ª planta exterior con ascensor
"Piso en calle de Lope de Vega, El Poblenou, Barcelona",1.095,€/mes,2 ,45 ,Bajo 
"Piso en calle de Caballero, Les Corts, Barcelona",1.500,€/mes,3 ,94 ,7ª planta exterior con ascensor
"Ático en calle de la Marina, El Fort Pienc, Barcelona",1.300,€/mes,3 ,72 ,6ª planta exterior con ascensor
"Chalet pareado en calle Disset, 13, La Pineda, Castelldefels",1.580,€/mes,2 ,120 ,
"Piso en calle de Mallorca, L'Antiga Esquerra de l'Eixample, Barcelona",1.600,€/mes,4 ,148 ,1ª planta exterior con ascensor
"Piso en calle dels Petons, Sant Pere - Santa Caterina i la Ribera, Barcelona",925,€/mes,2 ,50 ,2ª planta exterior sin ascensor
"Piso en calle de Ramon Mas, Volpelleres, Sant Cugat del Vallès",850,€/mes,1 ,65 , exterior con ascensor
"Piso en calle de Sant Antoni Maria Claret, Barcelona, 22, El Camp d'En Grassot i Gràcia Nova, Barcelona",1.100,€/mes,2 ,70 ,1ª planta exterior sin ascensor
"Piso en Sant Pere - Santa Caterina i la Ribera, Barcelona",1.350,€/mes,2 ,75 ,Entreplanta exterior sin ascensor
"Piso en calle de Bertran, Barcelona, 59, El Putxet i el Farró, Barcelona",1.190,€/mes,2 ,70 ,2ª planta exterior con ascensor
"Piso en calle de Valencia, Barcelona, La Dreta de l'Eixample, Barcelona",1.600,€/mes,2 ,80 ,1ª planta exterior con ascensor
"Casa o chalet independiente en Can Rafel, Cervelló",980,€/mes,3 ,65 ,11 abr 
"Piso en Valencia, El Camp de l'Arpa del Clot, Barcelona",975,€/mes,2 ,75 ,3ª planta exterior sin ascensor
"Piso en ronda del General Mitre, Barcelona, Les Tres Torres, Barcelona",1.150,€/mes,2 ,65 ,11ª planta exterior con ascensor
"Piso en Sarrià, Barcelona",1.550,€/mes,2 ,94 ,2ª planta exterior con ascensor
"Ático en Elkano, 58, El Poble Sec - Parc de Montjuïc, Barcelona",1.140,€/mes,2 ,104 ,6ª planta exterior con ascensor
"Piso en Centre, Castelldefels",1.300,€/mes,3 ,80 ,4ª planta exterior con ascensor
"Piso en paseo Maragall, 217, El Guinardó, Barcelona",1.040,€/mes,3 ,73 ,3ª planta exterior con ascensor
"Piso en Sant Pere - Santa Caterina i la Ribera, Barcelona",1.600,€/mes,2 ,75 ,3ª planta exterior con ascensor
"Piso en paseo Maragall, 217, El Guinardó, Barcelona",990,€/mes,3 ,73 ,1ª planta exterior con ascensor
"Piso en calle de la Portaferrissa, Barcelona, El Gòtic, Barcelona",1.390,€/mes,1 ,72 ,1ª planta exterior con ascensor
"Piso en calle de Amargós, Barcelona, El Gòtic, Barcelona",990,€/mes,1 ,55 ,2ª planta exterior sin ascensor
"Ático en Sants, Barcelona",1.700,€/mes,4 ,105 ,8ª planta exterior con ascensor
"Piso en Sant Gervasi - Galvany, Barcelona",2.200,€/mes,7 ,170 ,2ª planta exterior con ascensor
"Piso en calle de Còrsega, El Camp d'En Grassot i Gràcia Nova, Barcelona",825,€/mes,3 ,55 ,4ª planta exterior con ascensor
"Piso en La Dreta de l'Eixample, Barcelona",2.195,€/mes,2 ,78 ,6ª planta exterior con ascensor
"Piso en córcega, 219, L'Antiga Esquerra de l'Eixample, Barcelona",850,€/mes,3 ,70 ,4ª planta exterior sin ascensor
"Piso en Sant Gervasi - Galvany, Barcelona",2.100,€/mes,2 ,92 ,2ª planta exterior con ascensor
"Piso en Passatge de la Ciutat de Mallorca, Barcelona, Porta, Barcelona",850,€/mes,3 ,80 ,2ª planta exterior sin ascensor
"Casa o chalet independiente en La Font d'En Fargues, Barcelona",2.000,€/mes,4 ,120 ,
"Piso en Sant Pere - Santa Caterina i la Ribera, Barcelona",2.500,€/mes,2 ,120 ,Entreplanta exterior con ascensor
"Piso en calle Brunquier, 67, Vila de Gràcia, Barcelona",1.300,€/mes,3 ,80 ,3ª planta exterior sin ascensor
"Piso en calle de la Portaferrissa, Barcelona, El Gòtic, Barcelona",5.500,€/mes,4 ,343 ,2ª planta exterior con ascensor
"Piso en calle de sant pere mitjà, Sant Pere - Santa Caterina i la Ribera, Barcelona",1.550,€/mes,3 ,80 ,1ª planta exterior con ascensor
"Piso en Bufalà, Badalona",1.050,€/mes,2 ,87 ,1ª planta exterior con ascensor
"Piso en calle d'en Roca, El Gòtic, Barcelona",1.050,€/mes,2 ,70 ,3ª planta exterior sin ascensor
"Piso en El Gòtic, Barcelona",1.550,€/mes,2 ,70 ,1ª planta exterior con ascensor
"Ático en calle de Sant Pere Mitjà, Barcelona, Sant Pere - Santa Caterina i la Ribera, Barcelona",1.250,€/mes,1 ,50 ,5ª planta exterior con ascensor
"Piso en Sant Pere - Santa Caterina i la Ribera, Barcelona",1.800,€/mes,2 ,80 ,2ª planta exterior con ascensor
"Piso en calle de Josep Anselm Clavé, Barcelona, El Gòtic, Barcelona",1.250,€/mes,1 ,50 ,1ª planta exterior sin ascensor
"Piso en La Llantia, Mataró",600,€/mes,3 ,75 ,4ª planta exterior sin ascensor
"Piso en flor, El Gòtic, Barcelona",1.150,€/mes,1 ,55 ,Bajo interior con ascensor
"Ático en calle de Bonsoms, Barcelona, Sants - Badal, Barcelona",1.100,€/mes,2 ,70 ,5ª planta exterior con ascensor
"Piso en Sant Gervasi - Galvany, Barcelona",1.850,€/mes,3 ,140 ,1ª planta exterior con ascensor
"Piso en calle Gerdera, Sant Ildefons, Cornellà de Llobregat",650,€/mes,3 ,65 ,5ª planta exterior con ascensor
"Piso en Sant Gervasi - La Bonanova, Barcelona",1.700,€/mes,3 ,120 ,2ª planta exterior con ascensor
"Piso en Ramón y Cajal, Barberà del Vallès",750,€/mes,2 ,66 ,5ª planta exterior con ascensor
"Piso en Sant Pere - Santa Caterina i la Ribera, Barcelona",1.700,€/mes,2 ,70 ,3ª planta exterior con ascensor
"Piso en Vila de Gràcia, Barcelona",1.225,€/mes,3 ,75 ,6ª planta exterior con ascensor
"Piso en La Nova Esquerra de l'Eixample, Barcelona",1.650,€/mes,4 ,126 ,1ª planta exterior con ascensor
"Piso en calle de Parcerisa, Barcelona, La Bordeta, Barcelona",850,€/mes,4 ,85 ,2ª planta exterior con ascensor
"Piso en Les Corts, Barcelona",1.600,€/mes,2 ,100 ,11ª planta exterior con ascensor
"Piso en La Sagrera, Barcelona",1.100,€/mes,3 ,75 ,Entreplanta exterior con ascensor
"Piso en L'Antiga Esquerra de l'Eixample, Barcelona",1.590,€/mes,2 ,95 ,8ª planta exterior con ascensor
"Piso en Centre, Sitges",975,€/mes,3 ,90 ,4ª planta exterior sin ascensor
"Piso en Vila de Gràcia, Barcelona",1.560,€/mes,2 ,65 ,5ª planta exterior con ascensor
"Piso en calle d'Aribau, Barcelona, Sant Gervasi - Galvany, Barcelona",1.650,€/mes,3 ,125 ,5ª planta exterior con ascensor
"Ático en La Dreta de l'Eixample, Barcelona",1.550,€/mes,1 ,64 ,7ª planta exterior con ascensor
"Piso en Vila de Gràcia, Barcelona",1.400,€/mes,4 ,100 ,6ª planta exterior con ascensor
"Piso en El Putxet i el Farró, Barcelona",1.500,€/mes,4 ,100 ,1ª planta exterior con ascensor
"Piso en calle Viladomat, Barcelona, 52, Sant Antoni, Barcelona",1.225,€/mes,3 ,70 ,1ª planta exterior con ascensor
"Piso en La Dreta de l'Eixample, Barcelona",1.395,€/mes,2 ,70 ,4ª planta exterior con ascensor
"Piso en calle Pau Casals la Isla, 12, Platja dels Tres Micos, Caldes d'Estrac",600,€/mes,3 ,70 ,2ª planta exterior sin ascensor
"Piso en Gran Via L-H, Hospitalet de Llobregat",1.350,€/mes,3 ,100 ,3ª planta exterior con ascensor
"Piso en La Marina del Port, Barcelona",1.100,€/mes,4 ,90 ,6ª planta exterior con ascensor
"Piso en La Sagrada Família, Barcelona",1.350,€/mes,2 ,60 ,6ª planta exterior con ascensor
"Piso en Diagonal Mar i el Front Marítim del Poblenou, Barcelona",2.200,€/mes,4 ,120 ,10ª planta exterior con ascensor
"Dúplex en Les Tres Torres, Barcelona",1.300,€/mes,2 ,90 ,Bajo exterior sin ascensor
"Piso en calle Bailén, Barcelona, La Dreta de l'Eixample, Barcelona",1.600,€/mes,3 ,141 ,4ª planta exterior con ascensor
"Piso en Sant Gervasi - Galvany, Barcelona",1.275,€/mes,3 ,100 ,6ª planta exterior con ascensor
"Estudio en calle de Asturias, Barcelona, 45, Vila de Gràcia, Barcelona",1.000,€/mes,47 ,1ª planta ,6 horas
"Piso en El Fort Pienc, Barcelona",1.200,€/mes,3 ,70 ,Sótano exterior con ascensor
"Piso en El Poblenou, Barcelona",1.500,€/mes,3 ,80 ,1ª planta exterior sin ascensor
"Piso en Sarrià, Barcelona",1.170,€/mes,3 ,70 ,1ª planta exterior sin ascensor
"Piso en El Camp d'En Grassot i Gràcia Nova, Barcelona",1.500,€/mes,2 ,60 ,3ª planta exterior con ascensor
"Piso en El Putxet i el Farró, Barcelona",1.150,€/mes,2 ,46 ,Bajo exterior sin ascensor
"Piso en calle de Xuclà, Barcelona, s/n, El Raval, Barcelona",1.250,€/mes,1 ,80 ,1ª planta exterior sin ascensor
"Piso en Vila de Gràcia, Barcelona",1.100,€/mes,3 ,80 ,Entreplanta exterior con ascensor
"Piso en calle de Leopoldo Alas, Barcelona, 12, Vila de Gràcia, Barcelona",1.250,€/mes,2 ,80 ,2ª planta exterior con ascensor
"Piso en El Camp d'En Grassot i Gràcia Nova, Barcelona",1.090,€/mes,3 ,60 ,Entreplanta exterior con ascensor
"Piso en avenida de Frederic Rahola, La Font d'En Fargues, Barcelona",850,€/mes,3 ,70 ,1ª planta exterior sin ascensor
"Piso en El Baix Guinardó, Barcelona",1.000,€/mes,2 ,60 ,Entreplanta exterior con ascensor
"Ático en calle de Santa Rosalia, 58, La Teixonera, Barcelona",1.150,€/mes,2 ,70 ,3ª planta exterior con ascensor
"Estudio en El Raval, Barcelona",950,€/mes,40 ,3ª planta ,
"Piso en calle dels Tallers, Barcelona, 73, El Raval, Barcelona",890,€/mes,1 ,55 ,Entreplanta interior con ascensor
"Piso en El Camp d'En Grassot i Gràcia Nova, Barcelona",950,€/mes,2 ,65 ,2ª planta exterior con ascensor
"Piso en calle de les Carretes, Barcelona, El Raval, Barcelona",940,€/mes,2 ,55 ,2ª planta exterior sin ascensor
"Piso en Vallcarca i els Penitents, Barcelona",925,€/mes,1 ,45 ,1ª planta exterior con ascensor
"Piso en Can Baró, Barcelona",1.500,€/mes,2 ,60 ,2ª planta exterior con ascensor
"Estudio en Sant Pere - Santa Caterina i la Ribera, Barcelona",775,€/mes,31 ,4ª planta ,
"Piso en La Dreta de l'Eixample, Barcelona",1.282,€/mes,1 ,70 ,4ª planta exterior con ascensor
"Piso en calle de Nàpols, El Parc i la Llacuna del Poblenou, Barcelona",1.350,€/mes,3 ,77 ,6ª planta exterior con ascensor
"Casa o chalet independiente en Terrabrava - Tordera Parc, Tordera",800,€/mes,4 ,120 ,6 horas
"Piso en hostal de sant antoni, 4, Sant Pere - Santa Caterina i la Ribera, Barcelona",900,€/mes,2 ,82 ,1ª planta exterior sin ascensor
"Piso en calle dels Tallers, Barcelona, 73, El Raval, Barcelona",990,€/mes,1 ,55 ,Entreplanta exterior con ascensor
"Piso en calle de Móra la Nova, Barcelona, 7, El Coll, Barcelona",1.050,€/mes,3 ,98 ,2ª planta exterior con ascensor
"Piso en carretera de Terrassa, Sabadell, 2, Centre, Sabadell",850,€/mes,2 ,75 ,3ª planta exterior con ascensor
"Piso en calle de la Vidrieria, Barcelona, Sant Pere - Santa Caterina i la Ribera, Barcelona",775,€/mes,2 ,42 ,1ª planta exterior sin ascensor
"Piso en calle Dr. Trueta, Barcelona, 9, La Vila Olímpica del Poblenou, Barcelona",1.500,€/mes,3 ,90 ,1ª planta exterior con ascensor
"Ático en calle del Rector Ubach, Sant Gervasi - Galvany, Barcelona",1.600,€/mes,2 ,99 ,4ª planta exterior con ascensor
"Piso en Passatge de la Ciutat de Mallorca, Barcelona, Porta, Barcelona",850,€/mes,3 ,80 ,2ª planta exterior sin ascensor
"Piso en Baixada de Santa Clara, 2, El Gòtic, Barcelona",1.195,€/mes,2 ,80 ,3ª planta exterior sin ascensor
"Piso en calle de Pinar del Rio, Barcelona, El Congrés i els Indians, Barcelona",1.300,€/mes,3 ,102 ,2ª planta exterior con ascensor
"Ático en calle de Sant Salvador, Vila de Gràcia, Barcelona",1.695,€/mes,2 ,100 ,2ª planta exterior sin ascensor
"Piso en rambla del Raval, El Raval, Barcelona",1.500,€/mes,1 ,90 ,3ª planta exterior con ascensor
"Piso en La Dreta de l'Eixample, Barcelona",5.500,€/mes,3 ,250 ,1ª planta exterior con ascensor
"Piso en Doctor Fleming, Centre, Castelldefels",1.500,€/mes,4 ,153 ,3ª planta exterior con ascensor
"Dúplex en Les Tres Torres, Barcelona",2.800,€/mes,2 ,80 ,3ª planta exterior con ascensor
"Piso en tolra, El Carmel, Barcelona",750,€/mes,3 ,63 ,3ª planta exterior con ascensor
"Piso en calle de Còrsega, La Nova Esquerra de l'Eixample, Barcelona",1.950,€/mes,2 ,101 ,8ª planta exterior con ascensor
"Piso en paseo Font dels Oms, Cardedeu",475,€/mes,3 ,65 , interior sin ascensor
"Piso en Sant Gervasi - Galvany, Barcelona",2.200,€/mes,3 ,187 ,3ª planta  con ascensor
"Piso en calle del Mar, 131, La Barceloneta, Barcelona",1.350,€/mes,1 ,40 ,1ª planta exterior sin ascensor
"Piso en L'Antiga Esquerra de l'Eixample, Barcelona",1.400,€/mes,1 ,131 ,2ª planta  con ascensor
"Piso en calle d'Amílcar, Barcelona, El Guinardó, Barcelona",950,€/mes,4 ,80 ,1ª planta exterior con ascensor
"Piso en L'Antiga Esquerra de l'Eixample, Barcelona",1.280,€/mes,2 ,89 ,1ª planta  con ascensor
"Piso en Valencia, La Nova Esquerra de l'Eixample, Barcelona",1.490,€/mes,2 ,70 ,3ª planta exterior con ascensor
"Dúplex en calle de la Duquessa d'Orleans, Sarrià, Barcelona",1.675,€/mes,2 ,84 ,2ª planta exterior con ascensor
"Ático en travesía de Gràcia, Barcelona, Sant Gervasi - Galvany, Barcelona",1.850,€/mes,4 ,135 ,6ª planta exterior con ascensor
"Piso en L'Antiga Esquerra de l'Eixample, Barcelona",1.500,€/mes,3 ,82 ,2ª planta exterior con ascensor
"Piso en La Dreta de l'Eixample, Barcelona",1.250,€/mes,1 ,80 ,1ª planta exterior con ascensor
"Piso en Sant Gervasi - Galvany, Barcelona",3.500,€/mes,3 ,146 ,5ª planta exterior con ascensor
"Piso en calle de les Carretes, Barcelona, 26, El Raval, Barcelona",940,€/mes,2 ,60 ,3ª planta exterior con ascensor
"Estudio en calle Torrent de l´Olla, Vila de Gràcia, Barcelona",700,€/mes,30 ,Entreplanta ,
"Piso en calle de Sant Pere Mitjà, Barcelona, Sant Pere - Santa Caterina i la Ribera, Barcelona",1.150,€/mes,2 ,45 ,1ª planta exterior sin ascensor
"Piso en calle Sant Eusebi, El Putxet i el Farró, Barcelona",850,€/mes,1 ,40 ,3ª planta exterior con ascensor
"Piso en calle de la Nena Casas, 62, Les Tres Torres, Barcelona",3.950,€/mes,4 ,200 ,4ª planta exterior con ascensor
"Piso en calle de sant francesc, El Poblenou, Barcelona",995,€/mes,1 ,55 ,1ª planta exterior sin ascensor
"Piso en El Gòtic, Barcelona",1.800,€/mes,2 ,80 ,1ª planta exterior con ascensor
"Ático en calle Pompeu Fabra, 23, Casagemes - Canyadó, Badalona",950,€/mes,2 ,75 ,7ª planta exterior con ascensor
"Piso en calle de Sant Vicenç, Barcelona, s/n, El Raval, Barcelona",1.030,€/mes,2 ,81 ,3ª planta exterior sin ascensor
"Dúplex en paseo de la Bonanova, Barcelona, Les Tres Torres, Barcelona",1.500,€/mes,3 ,93 ,4ª planta exterior con ascensor
"Piso en paseo PICASO, Sant Pere - Santa Caterina i la Ribera, Barcelona",1.650,€/mes,2 ,78 ,1ª planta exterior con ascensor
"Ático en Tetuan, 8, Centre, Mataró",950,€/mes,2 ,80 ,2ª planta exterior con ascensor
"Ático en Marina, El Fort Pienc, Barcelona",1.350,€/mes,3 ,81 ,8ª planta exterior con ascensor
"Piso en calle de Freixa, Sant Gervasi - Galvany, Barcelona",3.200,€/mes,3 ,140 ,4ª planta exterior con ascensor
"Piso en La Dreta de l'Eixample, Barcelona",3.600,€/mes,5 ,160 ,1ª planta exterior sin ascensor
"Ático en calle de la diputació, La Dreta de l'Eixample, Barcelona",1.650,€/mes,1 ,64 ,5ª planta exterior con ascensor
"Casa o chalet independiente en avenida 303, Montmar, Castelldefels",6.350,€/mes,6 ,346 ,
"Piso en calle de València, Barcelona, La Dreta de l'Eixample, Barcelona",4.000,€/mes,5 ,200 ,Entreplanta exterior con ascensor
"Dúplex en calle de Margarit, Barcelona, El Poble Sec - Parc de Montjuïc, Barcelona",1.030,€/mes,3 ,92 ,Bajo exterior sin ascensor
"Piso en Las Ramblas, Barcelona, s/n, El Gòtic, Barcelona",1.550,€/mes,2 ,82 ,Entreplanta exterior con ascensor
"Piso en calle de Cartellà, Barcelona, Vilapicina i la Torre Llobeta, Barcelona",975,€/mes,3 ,85 ,3ª planta exterior con ascensor
"Piso en Las Ramblas, Barcelona, s/n, El Gòtic, Barcelona",1.550,€/mes,2 ,82 ,Entreplanta exterior con ascensor
"Piso en calle de Sant Pau, Barcelona, 96, El Raval, Barcelona",1.100,€/mes,1 ,42 ,3ª planta exterior con ascensor
"Piso en Las Ramblas, Barcelona, El Raval, Barcelona",1.200,€/mes,2 ,55 ,2ª planta exterior con ascensor
"Piso en Padilla, 240, La Sagrada Família, Barcelona",1.180,€/mes,4 ,83 ,5ª planta exterior con ascensor
"Piso en Las Ramblas, Barcelona, s/n, El Raval, Barcelona",1.550,€/mes,2 ,83 ,Entreplanta exterior con ascensor
"Piso en calle de Ruiz de Padrón, Barcelona, El Camp de l'Arpa del Clot, Barcelona",925,€/mes,2 ,75 ,2ª planta exterior sin ascensor
"Piso en Las Ramblas, Barcelona, s/n, El Raval, Barcelona",1.200,€/mes,2 ,55 ,2ª planta exterior con ascensor
"Piso en Sarrià, Barcelona",1.700,€/mes,3 ,116 ,6ª planta exterior con ascensor
"Piso en calle de Ríos Rosas, El Putxet i el Farró, Barcelona",1.200,€/mes,2 ,90 ,1ª planta exterior sin ascensor
"Piso en El Gòtic, Barcelona",1.000,€/mes,2 ,52 ,1ª planta exterior sin ascensor
"Piso en PAU CLARIS, La Dreta de l'Eixample, Barcelona",1.400,€/mes,2 ,65 ,2ª planta interior con ascensor
"Ático en Poblenou, Pineda de Mar",600,€/mes,3 ,70 ,6ª planta exterior con ascensor
"Piso en rambla Cataluña, La Dreta de l'Eixample, Barcelona",2.500,€/mes,3 ,168 ,4ª planta exterior con ascensor
"Piso en avenida Diagonal, Barcelona, Pedralbes, Barcelona",3.300,€/mes,3 ,170 ,4ª planta exterior con ascensor
"Piso en calle d'En Tripó, 2, Sant Pere - Santa Caterina i la Ribera, Barcelona",2.150,€/mes,1 ,110 ,3ª planta exterior con ascensor
"Piso en calle del Carme, El Raval, Barcelona",1.450,€/mes,2 ,80 ,3ª planta  con ascensor
"Piso en paseo de la Bonanova, Sant Gervasi - La Bonanova, Barcelona",4.400,€/mes,5 ,287 ,2ª planta  con ascensor
"Piso en calle de Còrsega, Vila de Gràcia, Barcelona",2.200,€/mes,2 ,128 ,4ª planta  con ascensor
"Dúplex en calle del Rosari, Les Tres Torres, Barcelona",3.900,€/mes,5 ,338 ,4ª planta  con ascensor
"Piso en calle de la Diputació, La Dreta de l'Eixample, Barcelona",1.500,€/mes,1 ,64 ,7ª planta  con ascensor
"Piso en calle Casanova, Sant Gervasi - Galvany, Barcelona",2.200,€/mes,3 ,187 ,3ª planta exterior con ascensor
"Piso en calle de la Palla, El Gòtic, Barcelona",1.600,€/mes,2 ,49 ,4ª planta  con ascensor
